,level_0,index,24031_cum_per100k,24037_cum_per100k,24013_cum_per100k,24510_cum_per100k,24027_cum_per100k,24033_cum_per100k,24017_cum_per100k,24021_cum_per100k,24001_cum_per100k,24005_cum_per100k,24047_cum_per100k,24003_cum_per100k,24043_cum_per100k,24009_cum_per100k,24025_cum_per100k,24015_cum_per100k,24045_cum_per100k,24023_cum_per100k,24019_cum_per100k,24011_cum_per100k,24039_cum_per100k,24041_cum_per100k,24035_cum_per100k,24029_cum_per100k,24031_new_per100k,24037_new_per100k,24013_new_per100k,24510_new_per100k,24027_new_per100k,24033_new_per100k,24017_new_per100k,24021_new_per100k,24001_new_per100k,24005_new_per100k,24047_new_per100k,24003_new_per100k,24043_new_per100k,24009_new_per100k,24025_new_per100k,24015_new_per100k,24045_new_per100k,24023_new_per100k,24019_new_per100k,24011_new_per100k,24039_new_per100k,24041_new_per100k,24035_new_per100k,24029_new_per100k,day
56,66,3/28/20,0.0951757324724371,0.0,0.0,0.0,0.0,0.21994288083384744,0.0,0.0,0.0,0.12086490929088557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56
57,67,3/29/20,0.0951757324724371,0.0,0.0,0.3369896712665757,0.0,0.3299143212507712,0.6125311625228933,0.0,0.0,0.12086490929088557,0.0,0.0,0.0,0.0,0.0,0.0,0.9651671186866005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3369896712665757,0.0,0.10997144041692375,0.6125311625228933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9651671186866005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57
58,68,3/30/20,0.0951757324724371,0.0,0.5936585394812611,0.3369896712665757,0.3070404372255826,0.6598286425015424,0.6125311625228933,0.0,0.0,0.12086490929088557,0.0,0.0,0.0,0.0,0.0,0.0,0.9651671186866005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5936585394812611,0.0,0.3070404372255826,0.3299143212507712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
59,69,3/31/20,0.0951757324724371,0.0,1.1873170789625223,0.3369896712665757,0.6140808744511652,0.769800082918466,0.6125311625228933,0.0,0.0,0.12086490929088557,0.0,0.17264179934188947,0.0,0.0,0.0,0.0,0.9651671186866005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5936585394812611,0.0,0.3070404372255826,0.10997144041692364,0.0,0.0,0.0,0.0,0.0,0.17264179934188947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59
60,70,4/1/20,0.0951757324724371,0.0,1.1873170789625223,0.3369896712665757,0.6140808744511652,0.769800082918466,0.6125311625228933,0.38528667254870985,0.0,0.12086490929088557,0.0,0.17264179934188947,0.0,0.0,0.0,0.0,0.9651671186866005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38528667254870985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
61,71,4/2/20,0.5710543948346227,0.0,2.3746341579250445,0.3369896712665757,0.6140808744511652,0.9897429637523134,0.6125311625228933,1.1558600176461296,0.0,0.36259472787265673,0.0,0.5179253980256684,0.0,1.0807889759524452,0.0,0.9722424772738322,0.9651671186866005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4758786623621856,0.0,1.1873170789625223,0.0,0.0,0.2199428808338474,0.0,0.7705733450974197,0.0,0.24172981858177117,0.0,0.3452835986837789,0.0,1.0807889759524452,0.0,0.9722424772738322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
62,72,4/3/20,0.8565815922519339,0.0,2.968292697406306,0.6739793425331514,0.6140808744511652,0.9897429637523134,0.6125311625228933,1.1558600176461296,0.0,0.36259472787265673,0.0,0.6905671973675579,0.0,1.0807889759524452,0.0,0.9722424772738322,0.9651671186866005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28552719741731114,0.0,0.5936585394812615,0.3369896712665757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1726417993418895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
63,73,4/4/20,0.8565815922519339,0.0,3.561951236887567,1.010969013799727,0.9211213116767477,1.4296287254200084,0.6125311625228933,1.1558600176461296,0.0,0.4834596371635423,0.0,1.0358507960513368,0.0,1.0807889759524452,0.0,0.9722424772738322,0.9651671186866005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.593658539481261,0.33698967126657553,0.3070404372255825,0.439885761667695,0.0,0.0,0.0,0.12086490929088556,0.0,0.3452835986837789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
64,74,4/5/20,1.2372845221416824,0.0,4.749268315850089,1.179463849433015,0.9211213116767477,1.7595430466707795,1.2250623250457866,1.1558600176461296,0.0,0.7251894557453135,0.0,1.0358507960513368,0.0,1.0807889759524452,0.0,0.9722424772738322,0.9651671186866005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3807029298897485,0.0,1.187317078962522,0.16849483563328804,0.0,0.32991432125077114,0.6125311625228933,0.0,0.0,0.24172981858177117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
65,75,4/6/20,1.808338916976305,0.0,5.936585394812612,1.3479586850663028,0.9211213116767477,2.5293431295892455,1.2250623250457866,1.5411466901948394,0.0,1.3295140021997414,0.0,1.3811343947351158,0.0,1.0807889759524452,0.0,0.9722424772738322,0.9651671186866005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5710543948346227,0.0,1.187317078962523,0.16849483563328782,0.0,0.7698000829184659,0.0,0.38528667254870985,0.0,0.6043245464544279,0.0,0.345283598683779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
66,76,4/7/20,1.9986903819211792,0.0,9.498536631700178,1.5164535206995906,0.9211213116767477,2.859257450840017,1.2250623250457866,1.5411466901948394,0.0,1.3295140021997414,0.0,1.3811343947351158,0.0,1.0807889759524452,0.0,0.9722424772738322,0.9651671186866005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1903514649448741,0.0,3.561951236887566,0.16849483563328782,0.0,0.32991432125077136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
67,77,4/8/20,2.4745690442833648,0.0,10.6858537106627,1.6849483563328784,0.9211213116767477,3.519086093341559,1.2250623250457866,1.5411466901948394,0.0,1.5712438207815125,0.0,2.0717015921026736,0.0,1.0807889759524452,0.0,0.9722424772738322,0.9651671186866005,0.0,0.0,0.0,0.0,2.689545735725236,0.0,0.0,0.47587866236218557,0.0,1.187317078962522,0.16849483563328782,0.0,0.6598286425015423,0.0,0.0,0.0,0.24172981858177112,0.0,0.6905671973675578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689545735725236,0.0,0.0,67
68,78,4/9/20,2.8552719741731134,0.0,10.6858537106627,2.021938027599454,1.5352021861279128,3.739028974175407,1.83759348756868,1.5411466901948394,0.0,1.9338385486541692,0.0,2.0717015921026736,0.0,1.0807889759524452,0.0,0.9722424772738322,0.9651671186866005,0.0,0.0,0.0,0.0,2.689545735725236,0.0,0.0,0.38070292988974863,0.0,0.0,0.3369896712665754,0.6140808744511651,0.21994288083384772,0.6125311625228933,0.0,0.0,0.3625947278726567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
69,79,4/10/20,3.2359749040628616,0.0,11.279512250143963,2.864412205765893,1.5352021861279128,4.618800497510796,2.450124650091573,3.4675800529383887,0.0,2.538163095108597,0.0,2.7622687894702316,0.0,1.0807889759524452,0.0,0.9722424772738322,0.9651671186866005,0.0,0.0,0.0,0.0,2.689545735725236,0.0,0.0,0.3807029298897482,0.0,0.5936585394812628,0.8424741781664391,0.0,0.8797715233353895,0.6125311625228933,1.9264333627435493,0.0,0.6043245464544278,0.0,0.690567197367558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
70,80,4/11/20,3.4263263690077355,0.0,14.841463487031529,3.7068863839323325,1.8422426233534954,5.498572020846186,3.0626558126144667,4.238153398035808,0.0,3.142487641563025,0.0,3.2801941874959,0.6620368224880668,1.0807889759524452,0.3914798329164073,0.9722424772738322,0.9651671186866005,0.0,0.0,0.0,0.0,2.689545735725236,0.0,0.0,0.19035146494487387,0.0,3.561951236887566,0.8424741781664395,0.3070404372255826,0.87977152333539,0.6125311625228935,0.7705733450974197,0.0,0.604324546454428,0.0,0.5179253980256684,0.6620368224880668,0.0,0.3914798329164073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
71,81,4/12/20,3.9973807638423584,0.0,14.841463487031529,4.043876055198908,1.8422426233534954,6.048429222930805,5.51278046270604,4.623440070584518,0.0,3.6259472787265676,0.0,4.6613285822310155,0.6620368224880668,1.0807889759524452,0.3914798329164073,0.9722424772738322,0.9651671186866005,0.0,0.0,0.0,0.0,2.689545735725236,0.0,0.0,0.571054394834623,0.0,0.0,0.3369896712665752,0.0,0.5498572020846186,2.450124650091573,0.38528667254870985,0.0,0.4834596371635427,0.0,1.3811343947351156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
72,82,4/13/20,4.568435158676982,0.0,16.622439105475316,4.380865726465483,2.456323497804661,6.928200746266195,6.1253116252289335,4.623440070584518,0.0,3.7468121880174525,0.0,5.006612180914795,0.6620368224880668,1.0807889759524452,0.0,0.9722424772738322,0.9651671186866005,0.0,3.131949011870087,0.0,3.9038101186758274,2.689545735725236,0.0,0.0,0.5710543948346234,0.0,1.7809756184437866,0.33698967126657564,0.6140808744511654,0.87977152333539,0.6125311625228935,0.0,0.0,0.12086490929088489,0.0,0.3452835986837792,0.0,0.0,-0.3914798329164073,0.0,0.0,0.0,3.131949011870087,0.0,3.9038101186758274,0.0,0.0,0.0,72
73,83,4/14/20,5.139489553511604,2.6429389481102987,17.216097644956573,4.886350233365347,2.7633639350302435,7.917943710018507,7.35037395027472,5.394013415681938,0.0,4.9554612809263086,0.0,5.524537578940463,0.6620368224880668,1.0807889759524452,0.0,1.9444849545476643,0.9651671186866005,0.0,3.131949011870087,0.0,0.0,2.689545735725236,0.0,0.0,0.5710543948346221,2.6429389481102987,0.5936585394812575,0.5054845068998635,0.3070404372255826,0.9897429637523123,1.2250623250457862,0.7705733450974197,0.0,1.208649092908856,0.0,0.5179253980256684,0.0,0.0,0.0,0.9722424772738322,0.0,0.0,0.0,0.0,-3.9038101186758274,0.0,0.0,0.0,73
74,84,4/15/20,5.139489553511604,2.6429389481102987,17.216097644956573,4.886350233365347,2.7633639350302435,7.917943710018507,7.35037395027472,7.705733450974197,1.4201317882299478,4.9554612809263086,0.0,5.524537578940463,0.6620368224880668,1.0807889759524452,0.0,1.9444849545476643,0.9651671186866005,0.0,3.131949011870087,0.0,0.0,2.689545735725236,1.9848752505905005,5.148800329523221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.311720035292259,1.4201317882299478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9848752505905005,5.148800329523221,74
75,85,4/16/20,5.329841018456478,2.6429389481102987,17.216097644956573,5.223339904631922,3.0704043722558256,7.917943710018507,7.962905112797614,8.476306796071617,1.4201317882299478,4.9554612809263086,0.0,5.524537578940463,0.6620368224880668,1.0807889759524452,0.0,1.9444849545476643,0.9651671186866005,0.0,3.131949011870087,0.0,0.0,2.689545735725236,1.9848752505905005,5.148800329523221,0.19035146494487432,0.0,0.0,0.33698967126657564,0.30704043722558216,0.0,0.6125311625228944,0.7705733450974197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
76,86,4/17/20,5.996071145763538,0.8809796493700995,14.841463487031529,6.402803754064939,3.0704043722558256,8.467800912103128,9.1879674378434,8.861593468620326,1.4201317882299478,4.472001643762766,0.0,5.8698211776242415,0.6620368224880668,2.1615779519048903,0.0,1.9444849545476643,0.9651671186866005,0.0,3.131949011870087,0.0,0.0,2.689545735725236,1.9848752505905005,5.148800329523221,0.6662301273070597,-1.7619592987401993,-2.374634157925044,1.1794638494330165,0.0,0.5498572020846204,1.2250623250457853,0.38528667254870896,0.0,-0.48345963716354223,0.0,0.34528359868377834,0.0,1.0807889759524452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
77,87,4/18/20,8.185112992629591,3.523918597480398,16.622439105475316,7.245277932231377,3.684485246706991,10.447286839607754,9.800498600366293,11.943886849010006,1.4201317882299478,5.438920918089851,0.0,7.078313773017468,1.9861104674642003,2.1615779519048903,1.9573991645820368,2.916727431821496,0.9651671186866005,0.0,3.131949011870087,0.0,0.0,2.689545735725236,3.969750501181001,5.148800329523221,2.1890418468660533,2.6429389481102987,1.7809756184437866,0.8424741781664382,0.6140808744511652,1.9794859275046264,0.6125311625228935,3.0822933803896806,0.0,0.9669192743270845,0.0,1.2084925953932268,1.3240736449761334,0.0,1.9573991645820368,0.9722424772738318,0.0,0.0,0.0,0.0,0.0,0.0,1.9848752505905005,0.0,77
78,88,4/19/20,9.136870317353964,1.761959298740199,16.622439105475316,8.59323661729768,3.684485246706991,11.547001243776991,10.413029762889188,11.558600176461297,1.4201317882299478,6.043245464544278,0.0,7.941522769726914,1.9861104674642003,3.2423669278573355,2.348878997498444,2.916727431821496,2.895501356059802,0.0,3.131949011870087,0.0,0.0,2.689545735725236,3.969750501181001,5.148800329523221,0.9517573247243725,-1.761959298740199,0.0,1.3479586850663035,0.0,1.0997144041692373,0.6125311625228953,-0.38528667254870896,0.0,0.6043245464544276,0.0,0.8632089967094458,0.0,1.0807889759524452,0.3914798329164071,0.0,1.9303342373732013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
79,89,4/20/20,10.088627642078334,1.761959298740199,18.403414723919095,9.098721124197544,3.991525683932574,12.316801326695456,12.250623250457867,11.558600176461297,1.4201317882299478,6.043245464544278,0.0,8.286806368410694,1.9861104674642003,3.2423669278573355,2.348878997498444,2.916727431821496,2.895501356059802,0.0,3.131949011870087,0.0,0.0,2.689545735725236,3.969750501181001,5.148800329523221,0.9517573247243707,0.0,1.7809756184437795,0.5054845068998635,0.30704043722558305,0.769800082918465,1.8375934875686788,0.0,0.0,0.0,0.0,0.3452835986837801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
80,90,4/21/20,11.040384966802705,2.6429389481102987,18.403414723919095,9.941195302363983,3.991525683932574,12.976629969196999,14.088216738026546,12.714460194107426,2.8402635764598956,7.010164738871364,0.0,8.977373565778251,1.9861104674642003,4.323155903809781,2.740358830414851,2.916727431821496,1.930334237373201,0.0,3.131949011870087,0.0,0.0,2.689545735725236,3.969750501181001,5.148800329523221,0.9517573247243707,0.8809796493700996,0.0,0.8424741781664391,0.0,0.6598286425015427,1.8375934875686788,1.1558600176461287,1.4201317882299478,0.9669192743270854,0.0,0.6905671973675567,0.0,1.0807889759524452,0.3914798329164073,0.0,-0.9651671186866009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
81,91,4/22/20,11.992142291527076,2.6429389481102987,18.997073263400356,10.783669480530422,4.2985661211581565,14.516230135033933,18.3759348756868,13.485033539204844,4.260395364689844,8.097948922489334,0.0,9.66794076314581,1.9861104674642003,5.403944879762227,3.1318386633312585,4.86121238636916,1.930334237373201,0.0,3.131949011870087,0.0,0.0,2.689545735725236,3.969750501181001,5.148800329523221,0.9517573247243707,0.0,0.593658539481261,0.8424741781664391,0.3070404372255826,1.5396001658369336,4.287718137660253,0.7705733450974179,1.420131788229948,1.0877841836179698,0.0,0.6905671973675584,0.0,1.080788975952446,0.3914798329164073,1.9444849545476637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81
82,92,4/23/20,13.229426813668757,3.523918597480398,20.184390342362878,11.120659151796998,4.605606558383739,16.49571606253856,19.600997200732586,13.870320211753555,4.260395364689844,8.581408559652875,0.0,10.531149759855257,1.9861104674642003,6.484733855714671,3.1318386633312585,4.86121238636916,2.895501356059802,0.0,6.263898023740174,0.0,0.0,2.689545735725236,3.969750501181001,5.148800329523221,1.2372845221416817,0.8809796493700994,1.187317078962522,0.33698967126657564,0.3070404372255826,1.9794859275046264,1.225062325045787,0.38528667254871074,0.0,0.48345963716354134,0.0,0.8632089967094476,0.0,1.0807889759524443,0.0,0.0,0.9651671186866009,0.0,3.131949011870087,0.0,0.0,0.0,0.0,0.0,82
83,93,4/24/20,14.657062800755313,5.2858778962205974,20.184390342362878,11.963133329963437,4.605606558383739,17.375487585873948,20.826059525778376,15.796753574497105,4.260395364689844,8.944003287525533,0.0,10.876433358539037,1.9861104674642003,6.484733855714671,3.523318496247666,4.86121238636916,2.895501356059802,0.0,6.263898023740174,0.0,0.0,2.689545735725236,5.954625751771501,10.297600659046442,1.4276359870865551,1.7619592987401993,0.0,0.8424741781664391,0.0,0.8797715233353891,1.2250623250457906,1.9264333627435501,0.0,0.3625947278726578,0.0,0.3452835986837801,0.0,0.0,0.3914798329164073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9848752505905,5.148800329523221,83
84,94,4/25/20,16.275050252786745,5.2858778962205974,21.3717074213254,13.142597179396452,4.912646995609322,19.025059192127806,21.438590688301268,17.337900264691946,4.260395364689844,9.548327833979961,0.0,12.084925953932261,1.9861104674642003,7.565522831667117,4.30627816208048,4.86121238636916,3.860668474746402,0.0,6.263898023740174,0.0,0.0,2.689545735725236,5.954625751771501,15.446400988569664,1.6179874520314321,0.0,1.187317078962522,1.1794638494330147,0.3070404372255826,1.6495716062538577,0.6125311625228917,1.5411466901948412,0.0,0.6043245464544285,0.0,1.2084925953932242,0.0,1.080788975952446,0.7829596658328146,0.0,0.9651671186866002,0.0,0.0,0.0,0.0,0.0,0.0,5.1488003295232225,84
85,95,4/26/20,17.13163184503868,5.2858778962205974,21.3717074213254,13.311092015029741,4.912646995609322,19.13503063254473,21.438590688301268,17.337900264691946,4.260395364689844,9.790057652561732,0.0,12.25756775327415,1.9861104674642003,7.565522831667117,4.30627816208048,4.86121238636916,3.860668474746402,0.0,6.263898023740174,0.0,0.0,2.689545735725236,5.954625751771501,15.446400988569664,0.8565815922519349,0.0,0.0,0.1684948356332896,0.0,0.10997144041692408,0.0,0.0,0.0,0.24172981858177067,0.0,0.17264179934188917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85
86,96,4/27/20,19.986903819211793,5.2858778962205974,21.965365960806665,14.82754553572933,5.219687432834904,21.774345202550897,22.663653013347055,18.493760282338073,5.680527152919791,11.844761110506786,0.0,12.77549315129982,1.9861104674642003,7.565522831667117,4.30627816208048,4.86121238636916,4.825835593433003,0.0,6.263898023740174,0.0,0.0,2.689545735725236,5.954625751771501,20.595201318092883,2.855271974173114,0.0,0.5936585394812646,1.5164535206995886,0.3070404372255826,2.6393145700061673,1.225062325045787,1.155860017646127,1.4201317882299476,2.0547034579450543,0.0,0.5179253980256693,0.0,0.0,0.0,0.0,0.9651671186866007,0.0,0.0,0.0,0.0,0.0,0.0,5.148800329523219,86
87,97,4/28/20,21.033836876408603,6.166857545590697,26.120975737175492,15.164535206995904,5.526727870060487,22.654116725886286,23.888715338392842,18.493760282338073,7.100658941149739,12.932545294124756,1.9129237126023413,13.466060348667378,1.9861104674642003,8.646311807619561,5.089237827913295,5.833454863642992,4.825835593433003,0.0,6.263898023740174,0.0,0.0,2.689545735725236,7.939501002362002,20.595201318092883,1.04693305719681,0.8809796493700999,4.155609776368827,0.33698967126657386,0.3070404372255826,0.8797715233353891,1.225062325045787,0.0,1.4201317882299476,1.0877841836179698,1.9129237126023413,0.6905671973675584,0.0,1.0807889759524443,0.7829596658328146,0.9722424772738325,0.0,0.0,0.0,0.0,0.0,0.0,1.984875250590501,0.0,87
88,98,4/29/20,23.032527258329782,7.047837194960796,26.714634276656753,17.01797839896207,5.8337683072860695,24.633602653390913,25.72630882596152,19.649620299984203,8.520790729379687,14.262059296324498,3.8258474252046826,14.329269345376826,1.9861104674642003,8.646311807619561,5.089237827913295,7.777939818190657,6.756169830806203,0.0,6.263898023740174,0.0,0.0,2.689545735725236,7.939501002362002,20.595201318092883,1.998690381921179,0.880979649370099,0.593658539481261,1.8534431919661678,0.3070404372255826,1.9794859275046264,1.8375934875686788,1.1558600176461304,1.4201317882299485,1.3295140021997423,1.9129237126023413,0.8632089967094476,0.0,0.0,0.0,1.944484954547665,1.9303342373732004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88
89,99,4/30/20,24.26981178047146,7.047837194960796,27.308292816138014,18.87142159092824,5.8337683072860695,26.393145700061694,26.951371151007304,21.57605366272775,9.940922517609634,14.866383842778927,3.8258474252046826,15.71040374011194,2.6481472899522673,8.646311807619561,5.089237827913295,7.777939818190657,6.756169830806203,0.0,6.263898023740174,0.0,0.0,2.689545735725236,11.909251503543002,25.744001647616106,1.2372845221416782,0.0,0.593658539481261,1.8534431919661678,0.0,1.7595430466707818,1.2250623250457835,1.9264333627435484,1.4201317882299467,0.6043245464544285,0.0,1.3811343947351133,0.6620368224880671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.969750501181,5.1488003295232225,89
90,100,5/1/20,24.936041907778524,6.166857545590697,27.308292816138014,19.3769060978281,5.8337683072860695,26.723060021312467,28.17643347605309,21.57605366272775,9.940922517609634,15.59157329852424,5.738771137807024,15.53776194077005,2.6481472899522673,9.727100783572007,5.87219749374611,7.777939818190657,6.756169830806203,0.0,6.263898023740174,0.0,0.0,2.689545735725236,13.894126754133502,20.595201318092883,0.6662301273070632,-0.880979649370099,0.0,0.5054845068998617,0.0,0.32991432125077225,1.225062325045787,0.0,0.0,0.7251894557453138,1.9129237126023417,-0.17264179934188917,0.0,1.080788975952446,0.7829596658328146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9848752505905,-5.1488003295232225,90
91,101,5/2/20,26.839556557227265,6.166857545590697,27.308292816138014,21.23034928979427,6.140808744511651,29.582317472152482,28.788964638575987,22.731913680373882,11.361054305839582,16.800222391433095,5.738771137807024,16.22832913813761,3.9722209349284006,11.888678735476898,6.263677326662517,7.777939818190657,9.651671186866006,0.0,6.263898023740174,0.0,0.0,2.689545735725236,15.879002004724004,20.595201318092883,1.9035146494487414,0.0,0.0,1.8534431919661678,0.3070404372255817,2.8592574508400155,0.6125311625228953,1.1558600176461304,1.4201317882299485,1.2086490929088551,0.0,0.6905671973675602,1.3240736449761332,2.1615779519048903,0.3914798329164073,0.0,2.8955013560598024,0.0,0.0,0.0,0.0,0.0,1.9848752505905018,0.0,91
92,102,5/3/20,28.076841079368947,6.166857545590697,27.308292816138014,21.73583379669413,6.140808744511651,30.462088995487868,30.62655812614467,23.5024870254713,17.041581458759374,17.767141665760178,5.738771137807024,16.57361273682139,3.9722209349284006,11.888678735476898,6.263677326662517,8.750182295464489,9.651671186866006,0.0,6.263898023740174,0.0,0.0,2.689545735725236,15.879002004724004,30.892801977139328,1.2372845221416817,0.0,0.0,0.5054845068998617,0.0,0.8797715233353856,1.8375934875686823,0.7705733450974179,5.680527152919792,0.9669192743270827,0.0,0.34528359868377834,0.0,0.0,0.0,0.9722424772738316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.297600659046445,92
93,103,5/4/20,28.64789547420357,6.166857545590697,27.90195135561927,21.73583379669413,6.754889618962817,31.23188907840634,30.62655812614467,23.887773698020013,17.041581458759374,18.250601302923723,5.738771137807024,17.436821733530834,3.9722209349284006,11.888678735476898,6.263677326662517,9.72242477273832,9.651671186866006,0.0,6.263898023740174,0.0,0.0,2.689545735725236,15.879002004724004,36.04160230666255,0.5710543948346221,0.0,0.5936585394812575,0.0,0.6140808744511661,0.7698000829184721,0.0,0.3852866725487125,0.0,0.4834596371635449,0.0,0.8632089967094458,0.0,0.0,0.0,0.9722424772738307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.148800329523219,93
94,104,5/5/20,30.456234391179876,6.166857545590697,30.870244053025583,22.409813139227282,7.0619300561884,32.4415749229925,30.62655812614467,25.428920388214852,17.041581458759374,18.975790758669035,5.738771137807024,18.472672529582173,3.9722209349284006,11.888678735476898,7.438116825411739,12.639152204559815,10.616838305552607,0.0,6.263898023740174,0.0,0.0,2.689545735725236,15.879002004724004,36.04160230666255,1.8083389169763073,0.0,2.968292697406312,0.6739793425331513,0.3070404372255826,1.2096858445861614,0.0,1.5411466901948394,0.0,0.725189455745312,0.0,1.0358507960513386,0.0,0.0,1.174439498749222,2.9167274318214957,0.9651671186866011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
95,105,5/6/20,31.693518913321554,6.166857545590697,32.65121967146936,23.5892769886603,7.676010930639566,34.20111796966328,31.851620451190456,26.199493733312273,17.041581458759374,19.70098021441435,5.738771137807024,18.645314328924062,4.634257757416467,11.888678735476898,8.221076491244553,12.639152204559815,10.616838305552607,0.0,6.263898023740174,0.0,0.0,2.689545735725236,15.879002004724004,41.190402636185766,1.2372845221416782,0.0,1.7809756184437795,1.1794638494330165,0.6140808744511661,1.7595430466707782,1.225062325045787,0.7705733450974215,0.0,0.7251894557453156,0.0,0.17264179934188917,0.6620368224880666,0.0,0.7829596658328137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.148800329523219,95
96,106,5/7/20,32.835627702990806,7.047837194960796,32.0575611319881,25.105730509359887,8.29009180509073,35.63074669508329,31.239089288667564,26.970067078409688,17.041581458759374,20.426169670159663,5.738771137807024,19.16323972694973,4.634257757416467,11.888678735476898,8.61255632416096,12.639152204559815,12.547172542925807,0.0,6.263898023740174,0.0,0.0,2.689545735725236,15.879002004724004,41.190402636185766,1.1421087896692512,0.880979649370099,-0.593658539481261,1.5164535206995886,0.6140808744511643,1.4296287254200095,-0.6125311625228917,0.7705733450974144,0.0,0.725189455745312,0.0,0.5179253980256675,0.0,0.0,0.3914798329164082,0.0,1.9303342373732004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96
97,107,5/8/20,33.787385027715175,7.047837194960796,33.24487821095063,26.116699523159614,8.29009180509073,37.28031830133715,33.07668277623624,26.970067078409688,17.041581458759374,21.39308894448675,5.738771137807024,19.85380692431729,4.634257757416467,11.888678735476898,9.395515989993775,12.639152204559815,14.47750678029901,0.0,6.263898023740174,0.0,0.0,2.689545735725236,17.863877255314502,41.190402636185766,0.9517573247243689,0.0,1.1873170789625291,1.010969013799727,0.0,1.6495716062538577,1.8375934875686752,0.0,0.0,0.9669192743270862,0.0,0.6905671973675602,0.0,0.0,0.7829596658328146,0.0,1.9303342373732022,0.0,0.0,0.0,0.0,0.0,1.9848752505904983,0.0,97
